10:22:18:637	生成开始于 10:22...
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(967,32,967,42): error CS1061: “ParenthesizedVariableDesignationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ParenthesizedVariableDesignationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(972,32,972,42): error CS1061: “PatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(977,32,977,42): error CS1061: “PointerTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PointerTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(982,32,982,42): error CS1061: “PositionalPatternClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PositionalPatternClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(987,32,987,42): error CS1061: “PostfixUnaryExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PostfixUnaryExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(992,32,992,42): error CS1061: “PragmaChecksumDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PragmaChecksumDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(997,32,997,42): error CS1061: “PragmaWarningDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PragmaWarningDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1002,32,1002,42): error CS1061: “PredefinedTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PredefinedTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1007,32,1007,42): error CS1061: “PrefixUnaryExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PrefixUnaryExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1012,32,1012,42): error CS1061: “PrimaryConstructorBaseTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PrimaryConstructorBaseTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1022,32,1022,42): error CS1061: “PropertyPatternClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“PropertyPatternClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1027,32,1027,42): error CS1061: “QualifiedCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“QualifiedCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1032,32,1032,42): error CS1061: “QualifiedNameSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“QualifiedNameSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1037,32,1037,42): error CS1061: “QueryBodySyntax”未包含“Identifier”的定义，并且找不到可接受第一个“QueryBodySyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1042,32,1042,42): error CS1061: “QueryClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“QueryClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1052,32,1052,42): error CS1061: “QueryExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“QueryExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1057,32,1057,42): error CS1061: “RangeExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RangeExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1067,32,1067,42): error CS1061: “RecursivePatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RecursivePatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1072,32,1072,42): error CS1061: “ReferenceDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ReferenceDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1077,32,1077,42): error CS1061: “RefExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RefExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1082,32,1082,42): error CS1061: “RefStructConstraintSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RefStructConstraintSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1087,32,1087,42): error CS1061: “RefTypeExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RefTypeExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1092,32,1092,42): error CS1061: “RefTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RefTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1097,32,1097,42): error CS1061: “RefValueExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RefValueExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1102,32,1102,42): error CS1061: “RegionDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RegionDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1107,32,1107,42): error CS1061: “RelationalPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“RelationalPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1112,32,1112,42): error CS1061: “ReturnStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ReturnStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1117,32,1117,42): error CS1061: “ScopedTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ScopedTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1122,32,1122,42): error CS1061: “SelectClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SelectClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1127,32,1127,42): error CS1061: “SelectOrGroupClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SelectOrGroupClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1132,32,1132,42): error CS1061: “ShebangDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ShebangDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1137,32,1137,42): error CS1061: “SimpleBaseTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SimpleBaseTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1142,32,1142,42): error CS1061: “SimpleLambdaExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SimpleLambdaExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1157,32,1157,42): error CS1061: “SizeOfExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SizeOfExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1162,32,1162,42): error CS1061: “SkippedTokensTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SkippedTokensTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1167,32,1167,42): error CS1061: “SlicePatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SlicePatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1172,32,1172,42): error CS1061: “SpreadElementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SpreadElementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1177,32,1177,42): error CS1061: “StackAllocArrayCreationExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“StackAllocArrayCreationExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:046	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1182,32,1182,42): error CS1061: “StatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“StatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1192,32,1192,42): error CS1061: “StructuredTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“StructuredTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1197,32,1197,42): error CS1061: “SubpatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SubpatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1202,32,1202,42): error CS1061: “SwitchExpressionArmSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SwitchExpressionArmSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1207,32,1207,42): error CS1061: “SwitchExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SwitchExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1212,32,1212,42): error CS1061: “SwitchLabelSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SwitchLabelSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1217,32,1217,42): error CS1061: “SwitchSectionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SwitchSectionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1222,32,1222,42): error CS1061: “SwitchStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“SwitchStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1227,32,1227,42): error CS1061: “ThisExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ThisExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1232,32,1232,42): error CS1061: “ThrowExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ThrowExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1237,32,1237,42): error CS1061: “ThrowStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“ThrowStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1242,32,1242,42): error CS1061: “TryStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TryStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1252,32,1252,42): error CS1061: “TupleExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TupleExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1257,32,1257,42): error CS1061: “TupleTypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TupleTypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1262,32,1262,42): error CS1061: “TypeArgumentListSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeArgumentListSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1267,32,1267,42): error CS1061: “TypeConstraintSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeConstraintSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1272,32,1272,42): error CS1061: “TypeCrefSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeCrefSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1282,32,1282,42): error CS1061: “TypeOfExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeOfExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1287,32,1287,42): error CS1061: “TypeParameterConstraintClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeParameterConstraintClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1292,32,1292,42): error CS1061: “TypeParameterConstraintSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeParameterConstraintSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1297,32,1297,42): error CS1061: “TypeParameterListSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeParameterListSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1307,32,1307,42): error CS1061: “TypePatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypePatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1312,32,1312,42): error CS1061: “TypeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“TypeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1317,32,1317,42): error CS1061: “UnaryPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“UnaryPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1322,32,1322,42): error CS1061: “UndefDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“UndefDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1327,32,1327,42): error CS1061: “UnsafeStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“UnsafeStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1332,32,1332,42): error CS1061: “UsingDirectiveSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“UsingDirectiveSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1337,32,1337,42): error CS1061: “UsingStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“UsingStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1342,32,1342,42): error CS1061: “VariableDeclarationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“VariableDeclarationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1352,32,1352,42): error CS1061: “VariableDesignationSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“VariableDesignationSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1357,32,1357,42): error CS1061: “VarPatternSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“VarPatternSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1362,32,1362,42): error CS1061: “WarningDirectiveTriviaSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“WarningDirectiveTriviaSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1367,32,1367,42): error CS1061: “WhenClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“WhenClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1372,32,1372,42): error CS1061: “WhereClauseSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“WhereClauseSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1377,32,1377,42): error CS1061: “WhileStatementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“WhileStatementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1382,32,1382,42): error CS1061: “WithExpressionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“WithExpressionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1387,32,1387,42): error CS1061: “XmlAttributeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlAttributeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1392,32,1392,42): error CS1061: “XmlCDataSectionSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlCDataSectionSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1397,32,1397,42): error CS1061: “XmlCommentSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlCommentSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1402,32,1402,42): error CS1061: “XmlCrefAttributeSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlCrefAttributeSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1407,32,1407,42): error CS1061: “XmlElementEndTagSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlElementEndTagSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1412,32,1412,42): error CS1061: “XmlElementStartTagSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlElementStartTagSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1417,32,1417,42): error CS1061: “XmlElementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlElementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
10:22:22:047	1>D:\Source\csharp-analyzer\src\Exercism.Analyzers.CSharp\Analyzers\ShowAllAnalyze.cs(1422,32,1422,42): error CS1061: “XmlEmptyElementSyntax”未包含“Identifier”的定义，并且找不到可接受第一个“XmlEmptyElementSyntax”类型参数的可访问扩展方法“Identifier”(是否缺少 using 指令或程序集引用?)
